INSTNM,STABBR,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,UGDS,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEBT_MDN,MN_EARN_WNE_P10,MD_EARN_WNE_P10,MD_EARN_WNE_1YR,MD_EARN_WNE_5YR,FTFTPCTPELL,FTFTPCTFLOAN,ROOMBOARD_ON,OTHEREXPENSE_ON,OTHEREXPENSE_FAM,CONTROL,CONTROL_PEPS,GRAD_DEBT_MDN10YR_SUPP
Ouachita Baptist University,AR,0,0,0,0,0,0,0,1587,43878,NA,31180,31180,14750,14550,15000,15000,46000,51673,32385,48168,0.2809,0.673,8800,4250,3590,2,Private Nonprofit,223.1650328
Arkansas State University Three Rivers,AR,0,0,0,0,0,0,0,446,10370,NA,3356,5780,6896,5890,7690,6500,31000,37374,33600,53496,0.5094,0.1321,NA,NA,1705,1,Public,PS
Ozarka College,AR,0,0,0,0,0,0,0,614,11310,NA,3720,6723,9415,5375,3900,7713,28100,29314,35333,29795,0.8915,0.1473,5700,5540,4300,1,Public,104.0871398
University of the Ozarks,AR,0,0,0,0,0,0,0,767,35272,NA,25950,25950,10900,9500,13000,11000,38600,44384,30190,43707,0.4527,0.5672,8358,2400,2400,2,Private Nonprofit,221.3097415
University of Arkansas Community College-Morrilton,AR,0,0,0,0,0,0,0,1519,12423,NA,3336,4128,7746,5500,5500,6300,31600,34924,41411,42660,0.5256,0.0667,NA,NA,6133,1,Public,109.3561669
Philander Smith University,AR,1,0,0,0,0,0,0,766,25951,NA,13014,13014,15000,14000,15000,14750,27300,38427,29683,40298,0.6444,0.6333,8250,3748,5022,2,Private Nonprofit,262.2427673
Phillips Community College of the University of Arkansas,AR,0,0,0,0,0,0,0,616,11244,NA,3110,5060,PS,PS,PS,3500,26200,29552,32630,32983,0.735,0,NA,NA,6200,1,Public,PS
Southeast Arkansas College,AR,0,1,0,0,0,0,0,789,11877,NA,4200,7200,6562,5429,5380,6186,29700,33603,33900,41075,0.7436,0.2308,NA,NA,5400,1,Public,91.17431268
University of Aesthetics & Cosmetology,AR,0,0,0,0,0,0,0,27,NA,15121,NA,NA,PS,PS,PS,9833,PS,26754,10093,15889,0.72,0.72,NA,NA,NA,3,Proprietary,104.2461647
University of Arkansas-Pulaski Technical College,AR,0,0,0,0,0,0,0,3862,18763,NA,5820,7050,7754,6500,5500,7000,30700,34722,31496,38029,0.6351,0.3676,NA,NA,8384,1,Public,128.0681043
University of Arkansas Hope-Texarkana,AR,0,0,0,0,0,0,0,704,13564,NA,3250,4660,PS,PS,PS,3500,28600,34162,NA,40391,0.6341,0,NA,NA,5141,1,Public,PS
University of Arkansas Community College Rich Mountain,AR,0,0,0,0,0,0,0,441,10771,NA,3384,3960,6000,4500,4020,4875,24100,30037,24027,29449,0.5349,0.0581,8950,4041,5769,1,Public,68.91081773
Paul Mitchell the School-Arkansas,AR,0,0,0,0,0,0,0,109,NA,15574,NA,NA,7692,9833,9817,9753,PS,20077,14136,26095,0.5231,0.6769,NA,NA,NA,3,Proprietary,104.2461647
Searcy Beauty College,AR,0,0,0,0,0,0,0,84,NA,17636,NA,NA,9199,PS,PS,9500,17200,19896,13887,18592,0.8235,0.7059,NA,NA,NA,3,Proprietary,131.7680852
Shorter College,AR,1,0,0,0,0,0,0,321,19724,NA,6246,6246,PS,PS,PS,22625,NA,NA,16502,26241,0.8929,0.9107,NA,NA,3708,2,Private Nonprofit,PS
Williams Baptist University,AR,0,0,0,0,0,0,0,556,30718,NA,19450,19450,8411,10000,11500,9500,36400,38484,29553,43180,0.4316,0.4579,8980,3110,3930,2,Private Nonprofit,231.3283143
South Arkansas College,AR,0,0,0,0,0,0,0,893,10774,NA,3012,5124,7705,6718,6195,7000,32700,34521,36005,47187,0.5233,0.1337,NA,NA,5123,1,Public,118.2403616
Southern Arkansas University Main Campus,AR,0,0,0,0,0,0,0,2787,24242,NA,9680,15110,14000,12013,11278,12500,39000,42386,37011,48919,0.5016,0.4666,7809,6356,6970,1,Public,198.781205
Southern Arkansas University Tech,AR,0,0,0,0,0,0,0,672,15344,NA,4519,4519,3774,5000,5500,4500,31200,36376,42327,45651,0.6617,0.1891,5698,5054,5054,1,Public,63.60998559
Velvatex College of Beauty Culture,AR,0,0,0,0,0,0,0,14,NA,14101,NA,NA,PS,PS,PS,PS,PS,17412,NA,NA,1,0.7273,NA,NA,NA,3,Proprietary,PS
University of Arkansas-Fort Smith,AR,0,0,0,0,0,0,0,4143,17947,NA,6168,13440,10965,10250,11000,10750,35000,41102,39670,45861,0.5428,0.2807,9645,4671,4671,1,Public,193.4803728
Academy of Art University,CA,0,0,0,0,0,0,0,4485,44484,NA,26728,26728,10500,11000,12000,11000,47300,39008,29577,48625,0.4626,0.6335,20280,2700,3348,3,Proprietary,328.6515922
Academy of Chinese Culture and Health Sciences,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
College of Alameda,CA,0,0,0,0,1,1,0,4236,20277,NA,1148,8684,PS,PS,PS,9500,40500,42563,31561,60475,0.4109,0,NA,NA,6796,1,Public,PS
Allan Hancock College,CA,0,0,0,0,0,1,0,7497,10744,NA,1146,8994,8519,6875,5500,7888,35500,42786,85546,45443,0.5232,0.0072,NA,NA,4860,1,Public,PS
American Academy of Dramatic Arts-Los Angeles,CA,0,0,0,0,0,0,0,220,52705,NA,38325,38325,12000,12000,12000,12000,38200,27019,11729,19329,0.4,0.5467,14335,1400,6300,2,Private Nonprofit,127.2199712
Berkeley School of Theology,CA,0,0,0,0,0,0,0,19,NA,NA,2896,2896,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,20652,1896,400,2,Private Nonprofit,PS
American Film Institute Conservatory,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
American Beauty College,CA,0,0,0,0,0,0,0,234,NA,30022,NA,NA,4194,PS,PS,4923,PS,22481,18218,14821,0.7692,0.8846,NA,NA,NA,3,Proprietary,57.56703696
American Career College-Los Angeles,CA,0,0,0,0,0,0,0,1969,NA,32478,NA,NA,9500,9500,10122,9500,35500,38430,34755,37089,0.8033,0.8673,NA,NA,NA,3,Proprietary,100.7158105
American River College,CA,0,0,0,0,1,1,0,24054,12586,NA,1288,10768,9443,9500,5500,9354,38100,40162,56258,56189,0.4294,0.0214,NA,NA,4374,1,Public,102.0410186
Antelope Valley Community College District,CA,0,0,0,0,0,1,0,10191,9507,NA,1124,7724,9210,7125,4500,8619,34500,36526,33752,46964,0.4938,0.0062,NA,NA,5540,1,Public,132.5208033
Art Center College of Design,CA,0,0,0,0,0,0,0,2113,70276,NA,49942,49942,28500,26800,23288,26000,62300,71958,46662,75387,0.1575,0.2857,NA,NA,7052,2,Private Nonprofit,328.6515922
Associated Technical College-Los Angeles,CA,0,0,0,0,0,0,0,202,NA,27357,NA,NA,PS,PS,PS,9500,27900,24368,15120,22293,0.849,0.302,NA,NA,NA,3,Proprietary,100.7158105
Associated Technical College-San Diego,CA,0,0,0,0,0,0,0,94,NA,27910,NA,NA,PS,PS,PS,9500,25300,26688,18957,23348,0.9423,0.2692,NA,NA,NA,3,Proprietary,100.7158105
Azusa Pacific University,CA,0,0,0,0,1,1,0,3344,54157,NA,42330,42330,20500,21000,18500,19710,55900,66677,50824,65063,0.3382,0.4332,9222,3142,4507,2,Private Nonprofit,246.1600426
Bakersfield College,CA,0,0,0,0,0,1,0,18098,13920,NA,1430,9560,9500,8833,5500,9500,36000,37291,27703,50635,0.4906,0.0043,NA,NA,4275,1,Public,PS
Barstow Community College,CA,0,0,0,0,0,1,0,2496,17693,NA,1104,9072,3347,PS,PS,3463,35000,35104,27023,36878,0.6667,0.1026,NA,NA,4374,1,Public,PS
Bellus Academy-Chula Vista,CA,0,0,0,0,0,0,0,398,NA,22842,NA,NA,6333,6333,10556,6333,21100,23576,15456,18900,0.7734,0.8281,NA,NA,NA,3,Proprietary,83.93337599
Bethesda University,CA,0,0,0,0,0,0,0,181,23846,NA,6560,6560,PS,PS,PS,7648,PS,NA,NA,NA,0.2931,0.2931,NA,NA,4806,2,Private Nonprofit,PS
Biola University,CA,0,0,0,0,0,0,0,3474,57785,NA,44382,44382,19500,19500,18375,19000,50700,56778,36740,56263,0.2461,0.4543,10522,3792,3792,2,Private Nonprofit,253.1147343
Brownson Technical School,CA,0,0,0,0,0,0,0,264,NA,37283,NA,NA,9500,9500,5500,9500,49600,68767,48650,64527,0.7472,0.6717,NA,NA,NA,3,Proprietary,100.7158105
Bryan University,AZ,0,0,0,0,0,0,0,1767,23399,NA,12184,12184,13000,14250,14750,13763,36100,40283,31176,36589,0.779,0.8727,NA,NA,4620,3,Proprietary,212.0332853
Butte College,CA,0,0,0,0,0,1,0,8676,14811,NA,1336,7816,9289,6000,5500,8250,37600,41810,68289,67607,0.4943,0.0114,NA,NA,3142,1,Public,111.3174748
California Institute of Integral Studies,CA,0,0,0,0,0,0,0,87,NA,NA,NA,NA,18750,PS,PS,18750,PS,48848,27013,49904,NA,NA,NA,NA,NA,2,Private Nonprofit,198.781205
Cabrillo College,CA,0,0,0,0,0,1,0,7275,22496,NA,1262,8630,10500,7500,5500,9500,40600,44114,41541,52415,0.3942,0.0028,NA,NA,4923,1,Public,152.4519321
California Baptist University,CA,0,0,0,0,0,1,0,8077,49531,NA,38058,38058,21500,21542,19000,20500,47500,61504,47533,63882,0.4262,0.6277,11210,3052,4374,2,Private Nonprofit,276.3111757
California College of the Arts,CA,0,0,0,0,0,0,0,1134,74618,NA,54706,54706,23875,24620,14460,19500,48000,49414,26648,51348,0.2679,0.2919,19957,3798,5229,2,Private Nonprofit,286.2449352
University of California College of the Law-San Francisco,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,137100,NA,125246,NA,NA,NA,NA,NA,NA,1,Public,PS
California Institute of Technology,CA,0,0,0,0,0,0,0,982,79947,NA,60864,60864,PS,PS,PS,12000,106300,128566,102669,136775,0.2111,0.0593,18606,2700,4374,2,Private Nonprofit,PS
California Lutheran University,CA,0,0,0,0,0,1,0,2510,60992,NA,48012,48012,18750,20148,17500,18970,60200,68712,43190,66372,0.298,0.5449,15490,3151,4474,2,Private Nonprofit,229.727463
California Polytechnic State University-San Luis Obispo,CA,0,0,0,0,1,0,0,20976,29680,NA,10319,28229,15000,15911,15450,15396,74300,90768,62831,89413,0.1743,0.2616,16449,2244,2244,1,Public,196.1307889
Alliant International University-San Diego,CA,0,0,0,0,0,0,0,274,NA,NA,13680,13680,12500,12500,12500,12500,65200,66666,63266,72558,NA,NA,NA,NA,5761,3,Proprietary,136.5282324
California State University-Bakersfield,CA,0,0,0,0,0,1,0,8108,18410,NA,7637,19517,11000,11000,13000,11270,50100,59009,38105,61597,0.6667,0.2172,14230,3200,4148,1,Public,175.9876268
California State University-Stanislaus,CA,0,0,0,0,0,1,0,8836,16968,NA,7734,19614,11000,10986,13080,11750,48500,63188,38193,60851,0.619,0.1144,11382,3273,4354,1,Public,143.5465342
California State University-San Bernardino,CA,0,0,0,0,0,1,0,16712,18750,NA,7486,19366,12500,11000,14253,12445,48800,59977,34196,56795,0.6321,0.1798,13779,3043,3463,1,Public,156.0034897
California State Polytechnic University-Pomona,CA,0,0,0,0,1,1,0,25080,21655,NA,7439,19319,12500,12829,15000,13437,58000,71902,43850,70795,0.4398,0.2274,16330,3273,4195,1,Public,169.6266282
California State University-Chico,CA,0,0,0,0,0,1,0,12853,24766,NA,7972,19852,13500,14000,15000,14500,55400,64172,42772,62509,0.3852,0.3729,15212,2334,3520,1,Public,175.4787469
California State University-Dominguez Hills,CA,0,0,0,0,0,1,0,13903,14958,NA,7060,18940,12000,11000,12524,11902,48500,57162,37973,56700,0.7401,0.0901,16035,3346,4285,1,Public,146.3771785
California State University-Fresno,CA,0,0,0,0,1,1,0,20985,17508,NA,6663,18543,11750,11000,14661,12463,48500,61244,36356,60400,0.6438,0.1435,11080,3994,3896,1,Public,153.7771402
California State University-Fullerton,CA,0,0,0,0,1,1,0,35249,17337,NA,7007,18887,10957,11000,14500,12000,51800,62951,39215,62730,0.515,0.2237,16702,3042,3472,1,Public,145.7728836
California State University-East Bay,CA,0,0,0,0,1,1,0,10709,20693,NA,6995,18875,12500,13000,13000,12500,58200,71401,47959,73481,0.5081,0.2519,15402,4410,4312,1,Public,175.3939336
California State University-Long Beach,CA,0,0,0,0,1,1,0,32780,18983,NA,6884,18764,12000,11000,13646,12227,53000,64403,38082,62005,0.5015,0.2468,14932,3274,3606,1,Public,151.4871807
California State University-Los Angeles,CA,0,0,0,0,1,1,0,22690,17010,NA,6805,18685,11500,11157,13368,11966,49900,59211,37248,59715,0.7297,0.1718,17998,4633,3748,1,Public,137.8216355
California State University-Northridge,CA,0,0,0,0,0,1,0,32103,19585,NA,7069,18949,11333,11000,13717,12000,49700,59115,36905,60117,0.6197,0.1971,11848,3272,4076,1,Public,147.0662867
California State University-Sacramento,CA,0,0,0,0,1,1,0,28544,21396,NA,7484,19364,12500,11250,13000,12500,54200,64876,42434,64495,0.5413,0.2246,16278,3828,4282,1,Public,159.024964
University of California-Berkeley,CA,0,0,0,0,1,0,0,32475,41130,NA,14395,44467,11000,11000,13000,12000,79000,92446,57445,95520,0.2272,0.2059,21402,6107,14975,1,Public,137.8216355
University of California-Davis,CA,0,0,0,0,1,0,0,31512,36975,NA,14858,44930,11000,11000,12204,11000,68100,80838,41123,75091,0.2671,0.2326,17692,4785,13767,1,Public,137.8216355
University of California-Irvine,CA,0,0,0,0,1,1,0,28651,34731,NA,13939,44011,13000,13300,15000,13820,65800,80735,40474,72659,0.3587,0.2194,17699,4305,12913,1,Public,159.024964
University of California-Los Angeles,CA,0,0,0,0,1,0,0,32423,35689,NA,13401,43473,11723,12538,14339,12983,73200,82511,41763,77498,0.228,0.2059,17231,4915,13792,1,Public,148.4232997
University of California-Riverside,CA,0,0,0,0,1,1,0,22842,34100,NA,13874,43946,13757,14750,15449,14944,55300,67699,33932,63411,0.4631,0.3252,17333,4453,12885,1,Public,185.5291246
University of California-San Diego,CA,0,0,0,0,1,0,0,33092,35274,NA,14906,44978,14552,14800,14792,14778,69600,84943,44612,84593,0.2878,0.2505,16710,4249,13020,1,Public,164.3257961
University of California-San Francisco,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,156800,NA,107802,155167,NA,NA,NA,NA,NA,1,Public,PS
University of California-Santa Barbara,CA,0,0,0,0,1,1,0,23419,36607,NA,14617,44689,11167,11668,12000,11875,62400,74915,38259,71288,0.2625,0.2174,16883,5059,14022,1,Public,148.3490881
University of California-Santa Cruz,CA,0,0,0,0,1,1,0,17502,37707,NA,14240,44312,14710,14876,13080,14334,53800,68396,37107,64162,0.3297,0.3451,18185,5083,13829,1,Public,176.6873366
Sofia University,CA,0,0,0,0,0,0,0,11,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Proprietary,PS
California Beauty School,CA,0,0,0,0,0,0,0,55,NA,12683,NA,NA,4551,PS,PS,4369,PS,22255,15402,19761,0.7308,0.6538,NA,NA,NA,3,Proprietary,PS
California Christian College,CA,0,0,0,0,0,0,0,13,NA,NA,10890,10890,PS,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,7913,2,Private Nonprofit,PS
Haven University,CA,0,0,0,0,0,0,0,26,NA,NA,7010,7010,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,800,2,Private Nonprofit,NA
California Hair Design Academy,CA,0,0,0,0,0,0,0,144,NA,31123,NA,NA,5263,PS,PS,6028,23700,19347,10442,14166,0.5588,0.6471,NA,NA,NA,3,Proprietary,67.14033979
California Institute of the Arts,CA,0,0,0,0,0,0,0,931,75865,NA,55056,55056,20000,17313,14000,16994,50600,41198,22659,37136,0.1685,0.3207,12446,8708,7556,2,Private Nonprofit,265.0416066
California State University Maritime Academy,CA,0,0,0,0,0,0,0,808,27186,NA,7116,18996,16356,15459,17534,16889,87800,94784,82458,108075,0.2103,0.3795,11942,6989,7807,1,Public,264.6705484
California Western School of Law,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,96600,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Canada College,CA,0,0,0,0,0,1,0,4271,11335,NA,1362,9006,PS,PS,PS,9272,37900,50087,85021,60180,0.3791,0.0065,NA,NA,4698,1,Public,PS
College of the Canyons,CA,0,0,0,0,1,1,0,15977,11066,NA,1162,9322,7762,6750,4875,6375,45800,49022,35362,50713,0.4077,0.0088,NA,NA,3348,1,Public,101.9031969
Career Academy of Beauty,CA,0,0,0,0,0,0,0,205,NA,26177,NA,NA,6333,6030,3667,6279,29200,24410,15860,20615,0.5098,0.6471,NA,NA,NA,3,Proprietary,67.14033979
Casa Loma College-Los Angeles,CA,0,0,0,0,1,1,0,415,NA,20097,NA,NA,20752,18495,19500,20245,52400,49854,57020,55011,0.7241,0.8966,NA,NA,NA,2,Private Nonprofit,284.0291873
CET-San Diego,CA,0,0,0,0,0,0,0,196,NA,25418,NA,NA,6777,6650,5500,6729,27600,32986,31508,34875,0.4732,0.5089,NA,NA,NA,2,Private Nonprofit,74.64631809
CET-San Jose,CA,0,0,0,0,0,0,0,183,NA,21926,NA,NA,6777,6650,5500,6729,27600,32986,31508,34875,0.5377,0.4623,NA,NA,NA,2,Private Nonprofit,74.64631809
CET-El Centro,CA,0,0,0,0,0,0,0,148,NA,28071,NA,NA,6777,6650,5500,6729,27600,32986,31508,34875,0.4712,0.0577,NA,NA,NA,2,Private Nonprofit,74.64631809
CET-Colton,CA,0,0,0,0,0,0,0,96,NA,22247,NA,NA,6777,6650,5500,6729,27600,32986,31508,34875,0.6935,0.6452,NA,NA,NA,2,Private Nonprofit,74.64631809
CET-Watsonville,CA,0,0,0,0,0,0,0,103,NA,18656,NA,NA,6777,6650,5500,6729,27600,32986,31508,34875,0.4868,0.2105,NA,NA,NA,2,Private Nonprofit,74.64631809
CET-Salinas,CA,0,0,0,0,0,0,0,157,NA,20006,NA,NA,6777,6650,5500,6729,27600,32986,31508,34875,0.3855,0.1446,NA,NA,NA,2,Private Nonprofit,74.64631809
Cerritos College,CA,0,0,0,0,0,0,0,18001,9184,NA,1364,10324,9155,7899,5500,8350,36600,41156,39194,45070,0.5703,0.0128,NA,NA,4374,1,Public,89.55225805
Cerro Coso Community College,CA,0,0,0,0,0,1,0,3439,16120,NA,1384,9514,5140,PS,PS,5500,34600,34963,NA,NA,0.3922,0.0065,NA,NA,4275,1,Public,PS
Chabot College,CA,0,0,0,0,1,1,0,9750,13831,NA,1150,8158,9500,5750,6500,8973,41300,48143,46409,60120,0.3467,0.0012,NA,NA,4683,1,Public,PS
Chaffey College,CA,0,0,0,0,0,1,0,15342,18878,NA,1184,9392,PS,PS,PS,4325,36700,42975,36225,52671,0.4343,0.0023,NA,NA,4374,1,Public,PS
Chapman University,CA,0,0,0,0,0,0,0,7665,78549,NA,60672,60672,19000,18750,16851,17750,56600,70070,41757,70171,0.2057,0.7491,16954,3320,4070,2,Private Nonprofit,217.3341174
Charles R Drew University of Medicine and Science,CA,0,0,0,0,0,0,0,238,38874,NA,14954,14954,16902,15010,11250,14750,82700,83438,60316,85673,0.6667,0.2667,NA,NA,6012,2,Private Nonprofit,198.781205
Concordia University-Irvine,CA,0,0,0,0,1,1,0,1691,54221,NA,40180,40180,18750,20000,18667,19000,50800,65083,62033,68691,0.3138,0.6188,12770,3370,4500,2,Private Nonprofit,257.0585534
San Diego Christian College,CA,0,0,0,0,0,0,0,328,50518,NA,26300,26300,15750,12500,12000,13000,42500,49766,34809,46316,0.5044,0.5487,11700,4300,5000,2,Private Nonprofit,PS
Church Divinity School of the Pacific,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Citrus College,CA,0,0,0,0,0,1,0,8139,11309,NA,1198,9310,7750,5500,5000,5500,36100,42065,NA,42405,0.4623,0.0012,NA,NA,4374,1,Public,PS
Citrus Heights Beauty College,CA,0,0,0,0,0,0,0,143,NA,31642,NA,NA,4889,3673,5917,5495,NA,NA,16325,23186,0.4314,0.6797,NA,NA,NA,3,Proprietary,67.14033979
City College of San Francisco,CA,0,0,0,0,1,0,0,14593,15224,NA,1696,12244,8399,5500,5250,7497,41800,45805,51298,56266,0.3508,0.0056,NA,NA,4680,1,Public,87.12447693
Claremont Graduate University,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,71400,64372,78094,92255,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Claremont McKenna College,CA,0,0,0,0,0,0,0,1383,78723,NA,60715,60715,13500,11500,11948,11948,93200,104736,68541,108186,0.2235,0.148,18712,1500,10153,2,Private Nonprofit,143.1224676
Milan Institute-Visalia,CA,0,0,0,0,0,0,0,489,NA,26362,NA,NA,7690,5500,5265,7000,27100,32493,26217,31501,0.7765,0.6826,NA,NA,NA,3,Proprietary,86.12792049
Clovis Adult Education,CA,0,0,0,0,0,0,0,206,NA,NA,NA,NA,PS,PS,PS,PS,36200,50098,31784,43848,0.069,0,NA,NA,NA,1,Public,PS
Coastline Community College,CA,0,0,0,0,1,1,0,6671,17546,NA,1174,8734,8134,PS,PS,7683,43100,44483,50288,57681,0.48,0.0133,NA,NA,4374,1,Public,87.46373019
University of Silicon Valley,CA,0,0,0,0,0,0,0,373,36955,NA,22480,22480,15750,17522,20751,18334,60400,51017,34171,54598,0.375,0.6875,18486,2991,4167,3,Proprietary,328.6515922
Coba Academy,CA,0,0,0,0,0,0,0,111,NA,19547,NA,NA,6333,PS,PS,6333,23500,21208,14906,17713,0.6364,0.7273,NA,NA,NA,3,Proprietary,67.14033979
Western University of Health Sciences,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,108100,NA,75498,125550,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Columbia College,CA,0,0,0,0,0,0,0,1801,16491,NA,1356,7308,PS,PS,PS,PS,33600,39035,58867,55812,0.3929,0,NA,NA,4330,1,Public,PS
California College of ASU,CA,0,0,0,0,0,0,0,291,38107,NA,26175,26175,12000,13279,15907,13167,39500,42014,20861,38674,0.5455,0.6212,NA,NA,4635,2,Private Nonprofit,265.0416066
Compton College,CA,0,0,0,0,0,1,0,2497,11125,NA,1142,8822,PS,PS,PS,6463,NA,34181,NA,46489,0.7045,0.0076,NA,NA,4374,1,Public,PS
Contra Costa College,CA,0,0,0,0,1,1,0,4557,13242,NA,1312,9012,4750,PS,PS,4750,38900,40850,NA,103363,0.4098,0.0038,NA,NA,6075,1,Public,PS
Cosumnes River College,CA,0,0,0,0,1,1,0,12073,11048,NA,1288,10768,9276,7514,5500,8563,34900,42446,31739,47829,0.43,0.0073,NA,NA,4374,1,Public,113.6710443
Crafton Hills College,CA,0,0,0,0,0,1,0,4312,20594,NA,1182,9942,PS,PS,PS,PS,39000,42553,82288,49457,0.2776,0,NA,NA,3348,1,Public,PS
Cuesta College,CA,0,0,0,0,0,1,0,7009,17574,NA,1340,9348,10250,9500,6500,9500,42100,46047,33848,46582,0.2751,0.0301,NA,NA,5425,1,Public,145.7728836
Cuyamaca College,CA,0,0,0,0,0,0,0,6527,12960,NA,1340,9852,5250,PS,PS,5136,33300,32435,23906,41432,0.5813,0,NA,NA,4200,1,Public,PS
Cypress College,CA,0,0,0,0,1,1,0,11865,13843,NA,1146,9090,8220,8500,4500,7500,41100,43533,NA,52233,0.5423,0.003,NA,NA,5022,1,Public,106.0166427
De Anza College,CA,0,0,0,0,1,1,0,14294,12852,NA,1562,11507,7000,6707,5500,6495,50200,56596,27412,76818,0.3085,0.0161,NA,NA,4950,1,Public,59.63436149
International School of Beauty Inc,CA,0,0,0,0,0,0,0,186,NA,25719,NA,NA,5500,PS,PS,6359,PS,19799,13732,15562,0.5319,0.4574,NA,NA,NA,3,Proprietary,75.09158799
Dell'Arte International School of Physical Theatre,CA,0,0,0,0,0,0,0,8,NA,NA,17650,17650,PS,PS,PS,PS,PS,35296,NA,NA,0,0,NA,NA,2210,2,Private Nonprofit,PS
College of the Desert,CA,0,0,0,0,0,1,0,8664,18541,NA,1326,9138,PS,PS,PS,5261,36700,39020,32557,42194,0.5005,0.0018,NA,NA,4860,1,Public,PS
Design Institute of San Diego,CA,0,0,0,0,0,0,0,90,36656,NA,27875,27875,29425,PS,PS,24530,42300,46920,35230,56870,0.6667,1,NA,NA,4374,3,Proprietary,390.6077182
Dharma Realm Buddhist University,CA,0,0,0,0,0,0,0,0,NA,NA,21000,21000,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7000,3500,NA,2,Private Nonprofit,NA
Diablo Valley College,CA,0,0,0,0,1,1,0,14387,12949,NA,1312,9012,6434,6000,5500,6000,47800,51378,29837,66209,0.2255,0.0023,NA,NA,6075,1,Public,106.2392776
Dominican University of California,CA,0,0,0,0,1,1,0,1139,67130,NA,49426,49426,23375,21769,25624,24250,63600,84713,66880,92526,0.2869,0.5328,15489,3122,4445,2,Private Nonprofit,286.2449352
Dominican School of Philosophy & Theology,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,NA
East Los Angeles College,CA,0,0,0,0,0,1,0,23499,19153,NA,1238,9870,7490,PS,PS,6999,36100,42006,35502,47835,0.6003,0.0015,NA,NA,4374,1,Public,111.3174748
El Camino Community College District,CA,0,0,0,0,1,1,0,16352,12067,NA,1144,7984,4750,PS,PS,4750,36900,41589,NA,45339,0.4744,0.0057,NA,NA,4374,1,Public,PS
Emperor's College of Traditional Oriental Medicine,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Proprietary,PS
Empire College,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,14200,PS,PS,12000,33700,43090,40446,47851,NA,NA,NA,NA,NA,3,Proprietary,137.8216355
Evergreen Valley College,CA,0,0,0,0,1,1,0,6741,23471,NA,1366,8286,9250,PS,PS,9250,44100,53077,37579,60314,0.4425,0,NA,NA,4788,1,Public,140.1433999
FIDM-Fashion Institute of Design & Merchandising,CA,0,0,0,0,0,0,0,1780,54330,NA,32645,32645,12500,12000,12000,12000,42400,49840,28643,46048,0.2414,0.4138,NA,NA,4163,3,Proprietary,145.603257
Feather River Community College District,CA,0,0,0,0,0,0,0,1243,15677,NA,1461,9531,8750,6000,6360,7000,34600,38142,28175,39056,0.3656,0.1559,11083,3051,4374,1,Public,113.9678909
