ST_CASE,YEAR,STATE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
450007,2021,45,47,1,1,4,2,2,4,2,6,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450008,2021,45,79,1,1,4,2,2,1,1,4,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450009,2021,45,19,1,1,4,2,1,4,2,1,3,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450010,2021,45,15,1,1,4,2,2,1,2,3,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450011,2021,45,67,2,1,4,1,2,1,1,4,1,4,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450012,2021,45,45,1,1,4,1,2,1,2,4,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450013,2021,45,75,1,1,4,1,2,1,2,4,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450014,2021,45,71,1,1,4,2,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,0,0,0
450015,2021,45,63,2,1,4,1,2,1,2,4,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450016,2021,45,45,1,1,4,2,2,1,1,4,1,3,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450017,2021,45,41,1,1,4,1,2,4,2,4,2,1,1,1,1,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450018,2021,45,41,1,1,4,1,2,1,2,3,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450019,2021,45,75,1,1,4,1,1,1,2,1,2,2,2,2,3,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,0,0,0
450020,2021,45,19,1,1,4,2,2,1,2,3,2,1,2,1,1,13,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450021,2021,45,19,1,1,4,2,2,1,2,6,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450022,2021,45,37,1,1,4,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450023,2021,45,45,1,1,4,2,1,4,2,1,3,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450024,2021,45,63,1,1,4,1,1,3,2,1,2,1,2,2,1,13,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450025,2021,45,57,1,1,4,2,2,1,1,3,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450026,2021,45,79,1,1,4,2,2,1,2,4,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450027,2021,45,55,1,1,4,1,2,4,2,3,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,1,0,0,0
450028,2021,45,51,1,1,4,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450029,2021,45,51,1,1,4,2,2,1,2,4,3,4,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450030,2021,45,73,1,1,4,1,2,1,2,4,2,4,1,1,3,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450031,2021,45,7,1,1,4,2,2,4,2,4,2,1,2,1,1,6,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450032,2021,45,75,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450033,2021,45,23,1,1,4,1,2,1,2,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450034,2021,45,29,1,1,4,1,2,1,2,4,3,2,1,1,2,2,1,2,1,2,2,2,2,2,2,3,1,1,1,1,2,1,1,2,2,2,2,0,0,0
450035,2021,45,83,1,1,4,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450036,2021,45,77,1,1,4,1,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450037,2021,45,33,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450038,2021,45,81,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,0,0,0
450039,2021,45,63,1,1,4,1,2,4,2,6,2,1,2,2,1,6,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450040,2021,45,83,1,1,4,2,2,4,2,4,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450041,2021,45,91,1,1,4,1,1,1,2,1,2,3,2,2,2,99,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450042,2021,45,27,1,1,4,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450043,2021,45,31,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450044,2021,45,15,1,1,4,2,2,4,1,4,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450045,2021,45,63,1,1,4,2,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450046,2021,45,27,1,1,4,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450048,2021,45,47,1,1,4,1,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450049,2021,45,71,2,1,4,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450050,2021,45,69,1,1,4,1,2,1,2,4,2,2,1,1,3,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0
450051,2021,45,79,2,1,4,1,2,1,2,4,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450052,2021,45,65,1,1,4,1,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450053,2021,45,35,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450054,2021,45,51,5,1,4,2,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450055,2021,45,59,1,1,4,1,2,1,1,3,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450056,2021,45,29,1,1,4,1,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450057,2021,45,75,1,1,4,1,2,4,2,4,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450058,2021,45,17,1,1,4,1,2,4,2,6,2,1,1,1,1,13,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450059,2021,45,63,1,1,4,1,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450060,2021,45,17,1,1,4,1,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450061,2021,45,55,1,1,4,1,2,4,2,4,2,1,2,2,1,13,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450062,2021,45,1,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450063,2021,45,79,1,1,4,2,2,4,2,4,2,1,1,2,1,13,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450064,2021,45,51,1,1,4,2,2,1,1,4,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450065,2021,45,53,1,1,4,1,2,4,2,4,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450066,2021,45,45,1,1,4,2,1,1,2,1,3,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450067,2021,45,89,1,1,4,1,2,4,2,6,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450068,2021,45,83,1,1,4,1,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450069,2021,45,83,1,1,4,1,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450070,2021,45,45,1,1,4,2,2,1,1,4,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450071,2021,45,15,1,1,4,1,2,1,2,4,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450072,2021,45,59,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450073,2021,45,53,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450074,2021,45,83,1,1,4,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,0,0,0
450075,2021,45,19,1,1,4,2,1,4,2,1,3,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450076,2021,45,75,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,0,0,0
450077,2021,45,31,1,1,4,1,2,1,2,4,2,4,1,1,2,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450078,2021,45,83,2,1,4,2,2,1,2,4,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450079,2021,45,23,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
450080,2021,45,63,1,1,4,1,2,1,2,4,2,3,2,2,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450081,2021,45,19,1,1,4,1,2,1,2,4,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450082,2021,45,87,1,1,4,1,2,1,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450083,2021,45,51,1,1,4,1,2,4,2,3,2,1,2,2,1,13,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450084,2021,45,45,2,1,4,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450085,2021,45,85,1,1,4,2,2,1,2,2,2,1,1,1,1,13,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450086,2021,45,29,1,1,4,1,1,3,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450087,2021,45,83,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450088,2021,45,13,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450089,2021,45,83,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450090,2021,45,45,1,1,4,2,2,4,2,3,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450091,2021,45,45,1,1,4,2,2,4,2,3,2,1,2,2,1,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450092,2021,45,29,1,1,4,1,2,1,2,4,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450093,2021,45,3,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450094,2021,45,85,1,1,4,2,2,1,2,2,2,4,2,1,3,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450095,2021,45,85,1,1,4,1,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450096,2021,45,71,1,1,4,1,2,4,2,5,2,1,2,2,1,13,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450097,2021,45,51,1,1,4,1,2,4,2,4,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450098,2021,45,39,1,1,4,1,2,4,2,4,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
450099,2021,45,69,1,1,4,1,2,1,2,3,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450100,2021,45,7,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450101,2021,45,19,1,1,4,2,2,1,2,4,2,1,2,1,1,13,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450102,2021,45,45,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450103,2021,45,55,1,1,4,1,2,4,2,4,2,1,2,2,1,13,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450104,2021,45,79,1,1,4,2,2,1,2,4,3,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450105,2021,45,13,1,1,4,1,2,1,1,3,1,4,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450106,2021,45,87,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450107,2021,45,7,1,1,4,2,2,1,1,3,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450108,2021,45,31,1,1,4,1,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450109,2021,45,19,1,1,4,2,2,1,1,4,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450110,2021,45,29,1,1,4,1,1,4,2,1,2,1,1,1,1,13,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450111,2021,45,41,1,1,4,1,2,4,2,4,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450112,2021,45,77,1,1,4,1,2,1,1,4,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450113,2021,45,29,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450114,2021,45,1,1,1,4,1,2,1,2,4,2,4,2,2,2,6,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450115,2021,45,77,1,1,4,1,2,1,2,3,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450116,2021,45,63,1,1,4,1,1,1,2,1,2,2,2,2,3,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450117,2021,45,31,1,1,4,1,2,1,2,4,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450118,2021,45,83,1,1,4,2,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450119,2021,45,31,1,1,4,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450120,2021,45,31,1,1,4,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450121,2021,45,7,1,1,4,2,2,1,2,4,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450122,2021,45,55,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450123,2021,45,45,2,1,4,1,1,1,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450124,2021,45,47,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450125,2021,45,57,1,1,4,1,2,4,2,6,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450126,2021,45,75,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450127,2021,45,83,1,1,4,2,2,1,1,6,1,4,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450128,2021,45,51,1,1,4,2,2,1,2,4,3,4,1,1,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,0,0,0
450129,2021,45,77,1,1,4,2,2,4,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450130,2021,45,63,1,1,4,1,2,1,2,6,3,2,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450131,2021,45,31,1,1,4,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450132,2021,45,41,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450133,2021,45,19,1,1,4,2,2,1,2,6,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450134,2021,45,35,1,1,4,1,2,1,2,6,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450135,2021,45,63,2,1,4,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450136,2021,45,79,1,1,4,2,2,1,2,3,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450137,2021,45,7,1,1,4,1,2,1,2,4,2,3,1,2,2,6,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450138,2021,45,19,1,1,4,2,2,1,2,3,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450139,2021,45,3,1,1,4,1,2,1,1,3,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450140,2021,45,45,1,1,4,2,1,1,2,1,2,1,2,1,3,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450141,2021,45,91,2,1,4,2,2,1,2,3,2,3,2,2,3,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450142,2021,45,53,1,1,4,1,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450143,2021,45,85,1,1,4,2,2,1,2,6,2,1,2,1,1,6,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450144,2021,45,91,1,1,4,2,2,4,2,4,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
450145,2021,45,85,1,1,4,2,2,1,2,5,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450146,2021,45,3,1,1,4,2,2,1,2,3,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450147,2021,45,91,1,1,4,2,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450148,2021,45,83,1,1,4,1,2,1,2,6,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450149,2021,45,91,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450150,2021,45,15,1,1,4,2,2,1,2,4,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450151,2021,45,19,1,1,4,2,2,1,1,4,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450152,2021,45,51,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450153,2021,45,13,2,1,4,2,2,4,2,6,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450154,2021,45,3,1,1,4,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450155,2021,45,51,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450156,2021,45,15,1,1,4,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450157,2021,45,33,1,1,4,1,1,4,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450158,2021,45,51,1,1,4,2,2,1,2,4,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450159,2021,45,91,1,1,4,1,2,1,2,3,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450160,2021,45,15,1,1,4,1,1,1,2,1,2,2,1,1,3,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450161,2021,45,41,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450162,2021,45,45,1,1,4,2,2,1,2,5,2,2,2,1,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450163,2021,45,83,1,1,4,1,2,1,1,4,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450164,2021,45,45,1,1,4,2,2,1,2,3,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450165,2021,45,63,1,1,4,1,2,1,1,5,1,4,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450166,2021,45,21,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
